question,sql
How many matches did Royal Challengers Bangalore win in Indore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Indore' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Bengaluru?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Bengaluru' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Mumbai' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Kolkata?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Kolkata' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Delhi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Delhi' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Chandigarh' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Kanpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Kanpur' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Chennai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Chennai' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Jaipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Jaipur' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Visakhapatnam?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Visakhapatnam' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Abu Dhabi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Abu Dhabi' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Ahmedabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Ahmedabad' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Sharjah?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Sharjah' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Dubai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Dubai' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Navi Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Navi Mumbai' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Lucknow?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Lucknow' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Guwahati?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Guwahati' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Dharamsala?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Dharamsala' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Mohali?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Mohali' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Cape Town?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Cape Town' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Port Elizabeth?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Port Elizabeth' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Durban?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Durban' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Centurion?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Centurion' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in East London?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'East London' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Johannesburg?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Johannesburg' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Kimberley?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Kimberley' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Bloemfontein?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Bloemfontein' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Cuttack?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Cuttack' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Nagpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Nagpur' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Kochi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Kochi' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Raipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Raipur' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in Ranchi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'Ranchi' GROUP BY t.team_name;"
How many matches did Royal Challengers Bangalore win in New Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Royal Challengers Bangalore' AND m.city = 'New Chandigarh' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Bangalore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Bangalore' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Hyderabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Hyderabad' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Pune?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Pune' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Rajkot?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Rajkot' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Indore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Indore' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Bengaluru?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Bengaluru' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Mumbai' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Kolkata?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Kolkata' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Delhi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Delhi' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Chandigarh' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Kanpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Kanpur' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Chennai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Chennai' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Jaipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Jaipur' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Visakhapatnam?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Visakhapatnam' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Abu Dhabi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Abu Dhabi' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Ahmedabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Ahmedabad' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Sharjah?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Sharjah' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Dubai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Dubai' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Navi Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Navi Mumbai' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Lucknow?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Lucknow' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Guwahati?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Guwahati' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Dharamsala?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Dharamsala' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Mohali?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Mohali' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Cape Town?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Cape Town' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Port Elizabeth?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Port Elizabeth' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Durban?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Durban' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Centurion?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Centurion' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in East London?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'East London' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Johannesburg?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Johannesburg' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Kimberley?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Kimberley' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Bloemfontein?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Bloemfontein' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Cuttack?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Cuttack' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Nagpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Nagpur' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Kochi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Kochi' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Raipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Raipur' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in Ranchi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'Ranchi' GROUP BY t.team_name;"
How many matches did Sunrisers Hyderabad win in New Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Sunrisers Hyderabad' AND m.city = 'New Chandigarh' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Bangalore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Bangalore' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Hyderabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Hyderabad' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Pune?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Pune' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Rajkot?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Rajkot' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Indore?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Indore' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Bengaluru?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Bengaluru' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Mumbai' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Kolkata?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Kolkata' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Delhi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Delhi' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Chandigarh?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Chandigarh' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Kanpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Kanpur' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Chennai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Chennai' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Jaipur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Jaipur' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Visakhapatnam?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Visakhapatnam' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Abu Dhabi?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Abu Dhabi' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Ahmedabad?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Ahmedabad' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Sharjah?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Sharjah' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Dubai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Dubai' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Navi Mumbai?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Navi Mumbai' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Lucknow?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Lucknow' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Guwahati?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Guwahati' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Dharamsala?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Dharamsala' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Mohali?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Mohali' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Cape Town?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Cape Town' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Port Elizabeth?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Port Elizabeth' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Durban?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Durban' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Centurion?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Centurion' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in East London?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'East London' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Johannesburg?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Johannesburg' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Kimberley?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Kimberley' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Bloemfontein?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Bloemfontein' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Cuttack?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Cuttack' GROUP BY t.team_name;"
How many matches did Mumbai Indians win in Nagpur?,"SELECT t.team_name, COUNT(*) as wins FROM matches m JOIN teams t ON m.match_winner = t.team_id WHERE m.result = 'win' AND t.team_name = 'Mumbai Indians' AND m.city = 'Nagpur' GROUP BY t.team_name;"
